Contract,Open,Bid,Ask,Last,Traded,High,Low,Volume,Prev.,Day,Settlement,Price,Net,Change,Prev.,Day,Open,Interest
P,Sep-14,-,11800,-,-,-,-,-,-,0,846,N/A,0

P,Sep-14,-,12000,-,-,-,-,-,-,0,1,031,N/A,2

P,Sep-14,-,12200,-,-,-,-,-,-,0,1,214,N/A,0

P,Sep-14,-,12400,-,-,-,-,-,-,0,1,407,N/A,2

P,Sep-14,-,12600,-,-,-,-,-,-,0,1,604,N/A,0

P,Sep-14,-,12800,-,-,-,-,-,-,0,1,802,N/A,7

P,Sep-14,-,13000,-,-,-,-,-,-,0,2,001,N/A,0

P,Sep-14,-,13200,-,-,-,-,-,-,0,2,200,N/A,0

